PIK3R2|ENST00000464016|O00459;A0A5F9ZHY3;A0A087X257;A0A7I2U3A3;E9PFP1	eb0af710412536279ce694ac69575aa5	124	Pfam	PF16454	Phosphatidylinositol 3-kinase regulatory subunit P85 inter-SH2 domain	3	85	2.2E-29	T	23-02-2023	IPR032498	PI3K regulatory subunit p85-related , inter-SH2 domain
ALK|ENST00000453137|Q9UM73;A0A0K2YUJ3;H7BZ33;A0A087WZL3	51a3bad3b41311594bc0a344977b1716	152	Pfam	PF07714	Protein tyrosine and serine/threonine kinase	15	70	4.4E-8	T	23-02-2023	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
MED12|ENST00000690878|Q93074;A0A8I5QKU5;A0A8I5KVA6;A0A8I5KXK9;A0A8I5KVM1;A0A8I5KW86;A0A0A0MR79;A0A8I5KUR0;H7C191;A0A8I5QJW8;H7C274;A0A8I5QJK7;A0A8I5KQ51;A0A8I5KWE2;A0A8I5KSA4;A0A8I5KWM7;A0A8I5KQY2	b2f5004312ea08923abbe2dd35791774	36	Pfam	PF12144	Eukaryotic Mediator 12 catenin-binding domain	2	31	1.5E-12	T	23-02-2023	IPR021989	Mediator complex, subunit Med12, catenin-binding
CDK12|ENST00000447079|Q9NYV4;J3QSD7	0a685d463d6798fbd30a3e3be74848e2	1490	Pfam	PF00069	Protein kinase domain	729	1020	2.4E-73	T	23-02-2023	IPR000719	Protein kinase domain
DICER1|ENST00000696736|Q9UPY3;A0A6Q8PH99;H0YJZ6;A0A7I2YBM0	069ab7654931c6515f8605757dac849b	1868	Pfam	PF00636	Ribonuclease III domain	1702	1824	1.3E-22	T	23-02-2023	IPR000999	Ribonuclease III domain
DICER1|ENST00000696736|Q9UPY3;A0A6Q8PH99;H0YJZ6;A0A7I2YBM0	069ab7654931c6515f8605757dac849b	1868	Pfam	PF00636	Ribonuclease III domain	1313	1575	9.4E-44	T	23-02-2023	IPR000999	Ribonuclease III domain
DICER1|ENST00000696736|Q9UPY3;A0A6Q8PH99;H0YJZ6;A0A7I2YBM0	069ab7654931c6515f8605757dac849b	1868	Pfam	PF03368	Dicer dimerisation domain	630	718	2.2E-24	T	23-02-2023	-	-
DICER1|ENST00000696736|Q9UPY3;A0A6Q8PH99;H0YJZ6;A0A7I2YBM0	069ab7654931c6515f8605757dac849b	1868	Pfam	PF02170	PAZ domain	915	1064	1.5E-35	T	23-02-2023	IPR003100	PAZ domain
DICER1|ENST00000696736|Q9UPY3;A0A6Q8PH99;H0YJZ6;A0A7I2YBM0	069ab7654931c6515f8605757dac849b	1868	Pfam	PF00271	Helicase conserved C-terminal domain	442	554	1.6E-17	T	23-02-2023	IPR001650	Helicase, C-terminal
DICER1|ENST00000696736|Q9UPY3;A0A6Q8PH99;H0YJZ6;A0A7I2YBM0	069ab7654931c6515f8605757dac849b	1868	Pfam	PF04851	Type III restriction enzyme, res subunit	32	207	1.7E-11	T	23-02-2023	IPR006935	Helicase/UvrB, N-terminal
MET|ENST00000436117|A0A024R728;P08581;H7C130;C9JKM5;A0A024R759;H7C174	13c035e1d764e4fbc8f00a551dc242ec	764	Pfam	PF01833	IPT/TIG domain	563	654	4.9E-14	T	23-02-2023	IPR002909	IPT domain
MET|ENST00000436117|A0A024R728;P08581;H7C130;C9JKM5;A0A024R759;H7C174	13c035e1d764e4fbc8f00a551dc242ec	764	Pfam	PF01833	IPT/TIG domain	657	728	5.8E-14	T	23-02-2023	IPR002909	IPT domain
MET|ENST00000436117|A0A024R728;P08581;H7C130;C9JKM5;A0A024R759;H7C174	13c035e1d764e4fbc8f00a551dc242ec	764	Pfam	PF01437	Plexin repeat	520	559	2.8E-5	T	23-02-2023	IPR002165	Plexin repeat
MET|ENST00000436117|A0A024R728;P08581;H7C130;C9JKM5;A0A024R759;H7C174	13c035e1d764e4fbc8f00a551dc242ec	764	Pfam	PF01403	Sema domain	317	490	4.5E-19	T	23-02-2023	IPR001627	Sema domain
TGFBR1|ENST00000374994|Q5T7S2;P36897;B4DY26;F8VVC4;F8W0K6;H0YHS4;F8W1R9	2f7226008705915f13913ac61a9faa99	503	Pfam	PF01064	Activin types I and II receptor domain	34	109	5.1E-11	T	23-02-2023	IPR000472	Activin types I and II receptor domain
TGFBR1|ENST00000374994|Q5T7S2;P36897;B4DY26;F8VVC4;F8W0K6;H0YHS4;F8W1R9	2f7226008705915f13913ac61a9faa99	503	Pfam	PF08515	Transforming growth factor beta type I GS-motif	176	203	3.2E-15	T	23-02-2023	IPR003605	GS domain
TGFBR1|ENST00000374994|Q5T7S2;P36897;B4DY26;F8VVC4;F8W0K6;H0YHS4;F8W1R9	2f7226008705915f13913ac61a9faa99	503	Pfam	PF00069	Protein kinase domain	208	489	9.8E-36	T	23-02-2023	IPR000719	Protein kinase domain
SMAD3|ENST00000560175|P84022;A0A024R5Z3;H0YMY0;H3BP09;H0YL71;H3BVD1;H0YKE2;H0YNV1;H0YMP2	688361ced6d39e3c33cf5584fcec00cd	114	Pfam	PF03165	MH1 domain	2	26	2.4E-7	T	23-02-2023	IPR003619	MAD homology 1, Dwarfin-type
EGFR|ENST00000700145|P00533;Q504U8	94328bf4d7b789c49bcc2eb804a9c6f2	344	Pfam	PF14843	Growth factor receptor domain IV	2	86	1.7E-27	T	23-02-2023	IPR032778	Growth factor receptor domain 4
EGFR|ENST00000700145|P00533;Q504U8	94328bf4d7b789c49bcc2eb804a9c6f2	344	Pfam	PF07714	Protein tyrosine and serine/threonine kinase	163	298	3.8E-40	T	23-02-2023	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
ERBB2|ENST00000578199|P04626;B4DTR1;J3KRI9;F5H1T4;X5DNK3;J3QL83;J3QLV2;J3QLU9	53cf09226bcb9a769fcc7479981481f9	603	Pfam	PF01030	Receptor L domain	336	454	2.8E-19	T	23-02-2023	IPR000494	Receptor L-domain
ERBB2|ENST00000578199|P04626;B4DTR1;J3KRI9;F5H1T4;X5DNK3;J3QL83;J3QLV2;J3QLU9	53cf09226bcb9a769fcc7479981481f9	603	Pfam	PF01030	Receptor L domain	22	142	4.5E-34	T	23-02-2023	IPR000494	Receptor L-domain
ERBB2|ENST00000578199|P04626;B4DTR1;J3KRI9;F5H1T4;X5DNK3;J3QL83;J3QLV2;J3QLU9	53cf09226bcb9a769fcc7479981481f9	603	Pfam	PF00757	Furin-like cysteine rich region	160	313	1.7E-25	T	23-02-2023	IPR006211	Furin-like cysteine-rich domain
ERBB2|ENST00000578199|P04626;B4DTR1;J3KRI9;F5H1T4;X5DNK3;J3QL83;J3QLV2;J3QLU9	53cf09226bcb9a769fcc7479981481f9	603	Pfam	PF14843	Growth factor receptor domain IV	481	602	9.5E-40	T	23-02-2023	IPR032778	Growth factor receptor domain 4
KRAS|ENST00000692768|P01116;L7RSL8;G3V4K2;A0A8I5KR86;A0A8I5KXN3;G3V5T7;A0A8I5KQ21;A0A8I5KQU3;A0A024RAV5;A0A8I5KUB5;A0A221ZRZ5	9fc12b9b5b4b10ccc32c235d834bdb33	122	Pfam	PF00071	Ras family	1	98	2.1E-29	T	23-02-2023	IPR001806	Small GTPase
EGFR|ENST00000450046|P00533;Q504U8	9a8755d460c0ab4397eca0f111624263	1157	Pfam	PF01030	Receptor L domain	308	427	2.3E-27	T	23-02-2023	IPR000494	Receptor L-domain
EGFR|ENST00000450046|P00533;Q504U8	9a8755d460c0ab4397eca0f111624263	1157	Pfam	PF01030	Receptor L domain	4	114	3.9E-31	T	23-02-2023	IPR000494	Receptor L-domain
EGFR|ENST00000450046|P00533;Q504U8	9a8755d460c0ab4397eca0f111624263	1157	Pfam	PF00757	Furin-like cysteine rich region	132	285	4.2E-29	T	23-02-2023	IPR006211	Furin-like cysteine-rich domain
EGFR|ENST00000450046|P00533;Q504U8	9a8755d460c0ab4397eca0f111624263	1157	Pfam	PF14843	Growth factor receptor domain IV	452	583	1.6E-46	T	23-02-2023	IPR032778	Growth factor receptor domain 4
EGFR|ENST00000450046|P00533;Q504U8	9a8755d460c0ab4397eca0f111624263	1157	Pfam	PF07714	Protein tyrosine and serine/threonine kinase	660	912	6.9E-88	T	23-02-2023	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
CTNNB1|ENST00000647413|P35222;B4DGU4;A0A024R2Q3;A0A2R8Y750;A0A2R8Y815;A0A2R8Y543;A0A2R8YCH5;A0A2R8Y804;A0A2R8Y5Z1;A0A2R8Y5A3;A0A2R8Y7Z0;C9IZ65;A0A2R8Y5C3	395f2f943c052f79b3e239094082313b	779	Pfam	PF00514	Armadillo/beta-catenin-like repeat	351	390	9.4E-8	T	23-02-2023	IPR000225	Armadillo
CTNNB1|ENST00000647413|P35222;B4DGU4;A0A024R2Q3;A0A2R8Y750;A0A2R8Y815;A0A2R8Y543;A0A2R8YCH5;A0A2R8Y804;A0A2R8Y5Z1;A0A2R8Y5A3;A0A2R8Y7Z0;C9IZ65;A0A2R8Y5C3	395f2f943c052f79b3e239094082313b	779	Pfam	PF00514	Armadillo/beta-catenin-like repeat	230	262	5.7E-6	T	23-02-2023	IPR000225	Armadillo
CTNNB1|ENST00000647413|P35222;B4DGU4;A0A024R2Q3;A0A2R8Y750;A0A2R8Y815;A0A2R8Y543;A0A2R8YCH5;A0A2R8Y804;A0A2R8Y5Z1;A0A2R8Y5A3;A0A2R8Y7Z0;C9IZ65;A0A2R8Y5C3	395f2f943c052f79b3e239094082313b	779	Pfam	PF00514	Armadillo/beta-catenin-like repeat	432	473	3.4E-5	T	23-02-2023	IPR000225	Armadillo
CTNNB1|ENST00000647413|P35222;B4DGU4;A0A024R2Q3;A0A2R8Y750;A0A2R8Y815;A0A2R8Y543;A0A2R8YCH5;A0A2R8Y804;A0A2R8Y5Z1;A0A2R8Y5A3;A0A2R8Y7Z0;C9IZ65;A0A2R8Y5C3	395f2f943c052f79b3e239094082313b	779	Pfam	PF00514	Armadillo/beta-catenin-like repeat	584	622	3.7E-6	T	23-02-2023	IPR000225	Armadillo
CBL|ENST00000264033|P22681;A0A0U1RRJ5;A0A1B0GW38;A0A0U1RQX8;A0A0U1RR39	c615e733e9af5b2c2cda9b0a3e197b05	906	Pfam	PF02262	CBL proto-oncogene N-terminal domain 1	52	175	9.8E-54	T	23-02-2023	IPR003153	Adaptor protein Cbl, N-terminal helical
CBL|ENST00000264033|P22681;A0A0U1RRJ5;A0A1B0GW38;A0A0U1RQX8;A0A0U1RR39	c615e733e9af5b2c2cda9b0a3e197b05	906	Pfam	PF02761	CBL proto-oncogene N-terminus, EF hand-like domain	179	262	1.1E-41	T	23-02-2023	IPR014741	Adaptor protein Cbl, EF hand-like
CBL|ENST00000264033|P22681;A0A0U1RRJ5;A0A1B0GW38;A0A0U1RQX8;A0A0U1RR39	c615e733e9af5b2c2cda9b0a3e197b05	906	Pfam	PF00627	UBA/TS-N domain	858	892	1.3E-5	T	23-02-2023	IPR015940	Ubiquitin-associated domain
CBL|ENST00000264033|P22681;A0A0U1RRJ5;A0A1B0GW38;A0A0U1RQX8;A0A0U1RR39	c615e733e9af5b2c2cda9b0a3e197b05	906	Pfam	PF02762	CBL proto-oncogene N-terminus, SH2-like domain	264	349	1.5E-47	T	23-02-2023	IPR014742	Adaptor protein Cbl, SH2-like domain
CBL|ENST00000264033|P22681;A0A0U1RRJ5;A0A1B0GW38;A0A0U1RQX8;A0A0U1RR39	c615e733e9af5b2c2cda9b0a3e197b05	906	Pfam	PF14447	Prokaryotic RING finger family 4	381	428	6.1E-14	T	23-02-2023	-	-
PIK3R1|ENST00000522084|P27986;A0A2X0SFG1;E5RK66;E5RJY0;E5RGI8	91994d82ff6127b927f5f1de36ca0dfe	454	Pfam	PF16454	Phosphatidylinositol 3-kinase regulatory subunit P85 inter-SH2 domain	161	328	1.0E-63	T	23-02-2023	IPR032498	PI3K regulatory subunit p85-related , inter-SH2 domain
PIK3R1|ENST00000522084|P27986;A0A2X0SFG1;E5RK66;E5RJY0;E5RGI8	91994d82ff6127b927f5f1de36ca0dfe	454	Pfam	PF00017	SH2 domain	354	428	1.2E-20	T	23-02-2023	IPR000980	SH2 domain
PIK3R1|ENST00000522084|P27986;A0A2X0SFG1;E5RK66;E5RJY0;E5RGI8	91994d82ff6127b927f5f1de36ca0dfe	454	Pfam	PF00017	SH2 domain	63	138	4.1E-18	T	23-02-2023	IPR000980	SH2 domain
KLF4|ENST00000610832|B7ZBT2;A0A087X0S4	5e2711675fd7d0c6a92d2afbf8fe516f	145	Pfam	PF00096	Zinc finger, C2H2 type	92	116	4.1E-5	T	23-02-2023	IPR013087	Zinc finger C2H2-type
KLF4|ENST00000610832|B7ZBT2;A0A087X0S4	5e2711675fd7d0c6a92d2afbf8fe516f	145	Pfam	PF00096	Zinc finger, C2H2 type	62	86	2.2E-5	T	23-02-2023	IPR013087	Zinc finger C2H2-type
KLF4|ENST00000610832|B7ZBT2;A0A087X0S4	5e2711675fd7d0c6a92d2afbf8fe516f	145	Pfam	PF00096	Zinc finger, C2H2 type	122	144	2.5E-6	T	23-02-2023	IPR013087	Zinc finger C2H2-type
PDPK1|ENST00000342085|O15530;H3BQA3;H3BNV5;H3BQ10;E9PER6;H3BPW1	2aeabf3a06284a441e14dd03449bb30b	556	Pfam	PF00069	Protein kinase domain	83	330	3.5E-67	T	23-02-2023	IPR000719	Protein kinase domain
PDPK1|ENST00000342085|O15530;H3BQA3;H3BNV5;H3BQ10;E9PER6;H3BPW1	2aeabf3a06284a441e14dd03449bb30b	556	Pfam	PF14593	PH domain	446	547	1.4E-43	T	23-02-2023	IPR033931	PDK1-type, PH domain
HNF1A|ENST00000540108|U3KQS6;F5H3Z5;A0A0A0MTK8;F5H0K0;A0A0A0MQU7	98677c9e4941787d94d1135cf1dc539f	119	Pfam	PF04814	Hepatocyte nuclear factor 1 (HNF-1), N terminus	8	115	1.3E-15	T	23-02-2023	IPR006899	Hepatocyte nuclear factor 1, N-terminal
FOXP1|ENST00000497355|Q9H334;A0A3B3IRS5;H0Y882;A0A3B3IST0;G5E965;A0A3B3IT66;A0A3B3IRW5;A0A0B4J2F3;A0A3B3ITZ4;Q548T7;A0A3B3IU15;A0A3B3ISA4;C9IYY1;A0A3B3IT14;C9J5T4;A0A087X2G3;A0A3B3IT26;A0A3B3ISQ7;A0A3B3IUB6;C9J0F0;A0A3B3IRY1;A0A3B3IS87;A0A3B3IU08	3f5612320a73e3a5d39aa194c344aa89	490	Pfam	PF00250	Forkhead domain	278	353	4.3E-28	T	23-02-2023	IPR001766	Fork head domain
FOXP1|ENST00000497355|Q9H334;A0A3B3IRS5;H0Y882;A0A3B3IST0;G5E965;A0A3B3IT66;A0A3B3IRW5;A0A0B4J2F3;A0A3B3ITZ4;Q548T7;A0A3B3IU15;A0A3B3ISA4;C9IYY1;A0A3B3IT14;C9J5T4;A0A087X2G3;A0A3B3IT26;A0A3B3ISQ7;A0A3B3IUB6;C9J0F0;A0A3B3IRY1;A0A3B3IS87;A0A3B3IU08	3f5612320a73e3a5d39aa194c344aa89	490	Pfam	PF16159	FOXP coiled-coil domain	115	183	8.8E-35	T	23-02-2023	IPR032354	FOXP, coiled-coil domain
FOXP1|ENST00000475937|Q9H334;A0A3B3IRS5;H0Y882;A0A3B3IST0;G5E965;A0A3B3IT66;A0A3B3IRW5;A0A0B4J2F3;A0A3B3ITZ4;Q548T7;A0A3B3IU15;A0A3B3ISA4;C9IYY1;A0A3B3IT14;C9J5T4;A0A087X2G3;A0A3B3IT26;A0A3B3ISQ7;A0A3B3IUB6;C9J0F0;A0A3B3IRY1;A0A3B3IS87;A0A3B3IU08	3f5612320a73e3a5d39aa194c344aa89	490	Pfam	PF00250	Forkhead domain	278	353	4.3E-28	T	23-02-2023	IPR001766	Fork head domain
FOXP1|ENST00000475937|Q9H334;A0A3B3IRS5;H0Y882;A0A3B3IST0;G5E965;A0A3B3IT66;A0A3B3IRW5;A0A0B4J2F3;A0A3B3ITZ4;Q548T7;A0A3B3IU15;A0A3B3ISA4;C9IYY1;A0A3B3IT14;C9J5T4;A0A087X2G3;A0A3B3IT26;A0A3B3ISQ7;A0A3B3IUB6;C9J0F0;A0A3B3IRY1;A0A3B3IS87;A0A3B3IU08	3f5612320a73e3a5d39aa194c344aa89	490	Pfam	PF16159	FOXP coiled-coil domain	115	183	8.8E-35	T	23-02-2023	IPR032354	FOXP, coiled-coil domain
NOTCH2|ENST00000652264|Q04721;A0A494C1F1;A0A1W2PQQ5;A0A494C1U9	24663f429a239fcb19418e03dac87b2d	114	Pfam	PF00008	EGF-like domain	29	60	3.0E-8	T	23-02-2023	IPR000742	EGF-like domain
NOTCH2|ENST00000652264|Q04721;A0A494C1F1;A0A1W2PQQ5;A0A494C1U9	24663f429a239fcb19418e03dac87b2d	114	Pfam	PF00008	EGF-like domain	74	101	3.0E-9	T	23-02-2023	IPR000742	EGF-like domain
ERBB3|ENST00000550070|P21860;B4DGQ7;B3KWG5;O75812;F8VRI5;F8VRL0;F8VW48;F8VYK4	2bdcc0cd8e2e2dafa140df45eeb68783	649	Pfam	PF07714	Protein tyrosine and serine/threonine kinase	176	271	5.3E-33	T	23-02-2023	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
ERBB3|ENST00000550070|P21860;B4DGQ7;B3KWG5;O75812;F8VRI5;F8VRL0;F8VW48;F8VYK4	2bdcc0cd8e2e2dafa140df45eeb68783	649	Pfam	PF14843	Growth factor receptor domain IV	1	113	1.2E-38	T	23-02-2023	IPR032778	Growth factor receptor domain 4
TGFBR1|ENST00000552516|Q5T7S2;P36897;B4DY26;F8VVC4;F8W0K6;H0YHS4;F8W1R9	1a3cafff82050baad0b430b35964e75b	507	Pfam	PF00069	Protein kinase domain	212	493	1.0E-35	T	23-02-2023	IPR000719	Protein kinase domain
TGFBR1|ENST00000552516|Q5T7S2;P36897;B4DY26;F8VVC4;F8W0K6;H0YHS4;F8W1R9	1a3cafff82050baad0b430b35964e75b	507	Pfam	PF01064	Activin types I and II receptor domain	34	109	5.2E-11	T	23-02-2023	IPR000472	Activin types I and II receptor domain
TGFBR1|ENST00000552516|Q5T7S2;P36897;B4DY26;F8VVC4;F8W0K6;H0YHS4;F8W1R9	1a3cafff82050baad0b430b35964e75b	507	Pfam	PF08515	Transforming growth factor beta type I GS-motif	180	207	3.3E-15	T	23-02-2023	IPR003605	GS domain
SMARCA4|ENST00000645236|P51532;Q9HBD4;A7E2E1;A0A2R8Y7S2;A0A2R8Y6N0;A0A2R8Y583;A0A2R8Y7F3;A0A2R8YF38;K7EP28;A0A2R8Y866;A0A2R8YFV8;A0A2R8YDA1;A0A2R8YF58;K7EQF0;A0A2R8Y4P4;A0A2R8Y4R6;A0A2R8YCY3	b94d52bbfcf0c31bcacef5b50f2b49d2	522	Pfam	PF00271	Helicase conserved C-terminal domain	2	44	7.4E-9	T	23-02-2023	IPR001650	Helicase, C-terminal
SMARCA4|ENST00000645236|P51532;Q9HBD4;A7E2E1;A0A2R8Y7S2;A0A2R8Y6N0;A0A2R8Y583;A0A2R8Y7F3;A0A2R8YF38;K7EP28;A0A2R8Y866;A0A2R8YFV8;A0A2R8YDA1;A0A2R8YF58;K7EQF0;A0A2R8Y4P4;A0A2R8Y4R6;A0A2R8YCY3	b94d52bbfcf0c31bcacef5b50f2b49d2	522	Pfam	PF14619	Snf2-ATP coupling, chromatin remodelling complex	172	239	7.6E-21	T	23-02-2023	IPR029295	Snf2, ATP coupling domain
SMARCA4|ENST00000645236|P51532;Q9HBD4;A7E2E1;A0A2R8Y7S2;A0A2R8Y6N0;A0A2R8Y583;A0A2R8Y7F3;A0A2R8YF38;K7EP28;A0A2R8Y866;A0A2R8YFV8;A0A2R8YDA1;A0A2R8YF58;K7EQF0;A0A2R8Y4P4;A0A2R8Y4R6;A0A2R8YCY3	b94d52bbfcf0c31bcacef5b50f2b49d2	522	Pfam	PF00439	Bromodomain	324	398	2.3E-20	T	23-02-2023	IPR001487	Bromodomain
BCL6|ENST00000419510|P41182;C9JL16;C9JCS5;A0A0C4DH53	30438c747b6e1db3bc789fa7c654ed80	55	Pfam	PF00651	BTB/POZ domain	22	53	1.5E-6	T	23-02-2023	IPR000210	BTB/POZ domain
TP53|ENST00000610538|P04637;K7PPA8;J3KP33;H2EHT1;E7EQX7;E9PCY9;E7ESS1;E9PFT5;S4R334;A0A087X1Q1;E7EMR6;A0A0U1RQC9;A0A087WT22;A0A087WXZ1	7af1f6a3a6d64dd383a177c2024f5658	307	Pfam	PF00870	P53 DNA-binding domain	61	249	7.9E-61	T	23-02-2023	IPR011615	p53, DNA-binding domain
TP53|ENST00000610538|P04637;K7PPA8;J3KP33;H2EHT1;E7EQX7;E9PCY9;E7ESS1;E9PFT5;S4R334;A0A087X1Q1;E7EMR6;A0A0U1RQC9;A0A087WT22;A0A087WXZ1	7af1f6a3a6d64dd383a177c2024f5658	307	Pfam	PF18521	Transactivation domain 2	1	20	1.7E-12	T	23-02-2023	IPR040926	Cellular tumor antigen p53, transactivation domain 2
FGFR4|ENST00000393648|P22455;B5A964;D6R9V0;J3KPQ0;D6RG06;D6RJD4;E7EWF4	3b9473b7bc83fa9df92e0c143d2c7103	734	Pfam	PF13927	Immunoglobulin domain	256	337	2.9E-10	T	23-02-2023	-	-
FGFR4|ENST00000393648|P22455;B5A964;D6R9V0;J3KPQ0;D6RG06;D6RJD4;E7EWF4	3b9473b7bc83fa9df92e0c143d2c7103	734	Pfam	PF07679	Immunoglobulin I-set domain	161	236	7.2E-14	T	23-02-2023	IPR013098	Immunoglobulin I-set
FGFR4|ENST00000393648|P22455;B5A964;D6R9V0;J3KPQ0;D6RG06;D6RJD4;E7EWF4	3b9473b7bc83fa9df92e0c143d2c7103	734	Pfam	PF07714	Protein tyrosine and serine/threonine kinase	400	675	1.1E-100	T	23-02-2023	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
EP300|ENST00000263253|Q09472;A0A669KB12	0e71c4fd26c809785655f6adc9a2b50a	2414	Pfam	PF09030	Creb binding	1992	2098	2.2E-35	T	23-02-2023	IPR014744	Nuclear receptor coactivator, CREB-bp-like, interlocking
EP300|ENST00000263253|Q09472;A0A669KB12	0e71c4fd26c809785655f6adc9a2b50a	2414	Pfam	PF02172	KIX domain	567	646	4.3E-40	T	23-02-2023	IPR003101	Coactivator CBP, KIX domain
EP300|ENST00000263253|Q09472;A0A669KB12	0e71c4fd26c809785655f6adc9a2b50a	2414	Pfam	PF00569	Zinc finger, ZZ type	1665	1705	6.9E-15	T	23-02-2023	IPR000433	Zinc finger, ZZ-type
EP300|ENST00000263253|Q09472;A0A669KB12	0e71c4fd26c809785655f6adc9a2b50a	2414	Pfam	PF02135	TAZ zinc finger	338	414	2.0E-20	T	23-02-2023	IPR000197	Zinc finger, TAZ-type
EP300|ENST00000263253|Q09472;A0A669KB12	0e71c4fd26c809785655f6adc9a2b50a	2414	Pfam	PF02135	TAZ zinc finger	1735	1806	1.3E-12	T	23-02-2023	IPR000197	Zinc finger, TAZ-type
EP300|ENST00000263253|Q09472;A0A669KB12	0e71c4fd26c809785655f6adc9a2b50a	2414	Pfam	PF00439	Bromodomain	1068	1143	5.2E-16	T	23-02-2023	IPR001487	Bromodomain
EP300|ENST00000263253|Q09472;A0A669KB12	0e71c4fd26c809785655f6adc9a2b50a	2414	Pfam	PF08214	Histone acetylation protein	1306	1609	2.8E-70	T	23-02-2023	IPR013178	Histone acetyltransferase Rtt109/CBP
EP300|ENST00000263253|Q09472;A0A669KB12	0e71c4fd26c809785655f6adc9a2b50a	2414	Pfam	PF06001	CREB-binding protein/p300, atypical RING domain	1156	1195	3.5E-23	T	23-02-2023	IPR010303	CREB-binding protein/p300, atypical RING domain
